id,title,thumbnail,short_description,game_url,genre,platform,publisher,developer,release_date,freetogame_profile_url
269,Spiral Knights,https://www.freetogame.com/g/269/thumbnail.jpg,"A massively multiplayer online role-playing game, battle monsters and collect treasures!",https://www.freetogame.com/open/spiral-knights,MMORPG,PC (Windows),SEGA,Three Rings,2011-06-15,https://www.freetogame.com/spiral-knights
306,4Story,https://www.freetogame.com/g/306/thumbnail.jpg,"A enjoyable MMORPG where you can customize your character, join guilds and battle other factions.",https://www.freetogame.com/open/4story,MMORPG,PC (Windows),Zemi Interactive,Zemi Interactive,2008-10-20,https://www.freetogame.com/4story
319,Ace Online,https://www.freetogame.com/g/319/thumbnail.jpg,A free to play fast action 3D sci-fi MMO where players control space fighters jets.,https://www.freetogame.com/open/ace-online,Shooter,PC (Windows),Suba Games,MasangSoft,2008-08-29,https://www.freetogame.com/ace-online
180,Gear Up,https://www.freetogame.com/g/180/thumbnail.jpg,Control your unique tank or robot in multiplayer arcade action!,https://www.freetogame.com/open/gear-up,Shooter,PC (Windows),Doctor Entertainment,Doctor Entertainment,2015-01-29,https://www.freetogame.com/gear-up
51,Global Adventures,https://www.freetogame.com/g/51/thumbnail.jpg,A free-to-play MMORPG developed by PixelSoft and Published by SubaGames. ,https://www.freetogame.com/open/global-adventures,MMORPG,PC (Windows),SubaGames,PixelSoft,2017-12-29,https://www.freetogame.com/global-adventures
309,Seal Online,https://www.freetogame.com/g/309/thumbnail.jpg,A free MMORP that has been out for a long period of time with solid history under its belt.,https://www.freetogame.com/open/seal-online,MMORPG,PC (Windows),YNK Interactive,YNK Interactive,2007-11-19,https://www.freetogame.com/seal-online
91,Eternal,https://www.freetogame.com/g/91/thumbnail.jpg,"A strategy card game designed to take the best elements of Magic the Gathering, Hearthstone, and Hex and combine them all into one game.",https://www.freetogame.com/open/eternal,Card Game,PC (Windows),Dire Wolf Digital,Dire Wolf Digital,2018-11-15,https://www.freetogame.com/eternal
161,Skyforge,https://www.freetogame.com/g/161/thumbnail.jpg,A impressive Free to play MMORPG where you can become a god! ,https://www.freetogame.com/open/skyforge,MMORPG,PC (Windows),My.com,Allods Team & Obsidian Entertainment Collaboration,2015-07-16,https://www.freetogame.com/skyforge
244,AirMech Strike,https://www.freetogame.com/g/244/thumbnail.jpg,A free to play Action RTS with MOBA elements.,https://www.freetogame.com/open/airmech,Strategy,PC (Windows),Carbon Games,Carbon Games,2012-11-08,https://www.freetogame.com/airmech
290,Runes of Magic,https://www.freetogame.com/g/290/thumbnail.jpg,A free-to-play fantasy 3D MMORPG set in the fantasy world of Taborea.,https://www.freetogame.com/open/runes-of-magic,MMORPG,PC (Windows),GameForge,Runewalker Entertainment,2009-03-19,https://www.freetogame.com/runes-of-magic
328,Dofus,https://www.freetogame.com/g/328/thumbnail.jpg,A 2D MMORPG with tons of different classes and a tactical combat system.,https://www.freetogame.com/open/dofus,MMORPG,PC (Windows),Ankama Games,Ankama Games,2004-09-01,https://www.freetogame.com/dofus
168,Heroes of the Storm,https://www.freetogame.com/g/168/thumbnail.jpg,A free to play MOBA developed by Blizzard Entertainment.,https://www.freetogame.com/open/heroes-of-the-storm,MOBA,PC (Windows), Blizzard Entertainment, Blizzard Entertainment,2015-06-02,https://www.freetogame.com/heroes-of-the-storm
226,Path of Exile,https://www.freetogame.com/g/226/thumbnail.jpg,A free-to-play massively multiplayer online ARPG in the style of Diablo.,https://www.freetogame.com/open/path-of-exile,MMORPG,PC (Windows),Grinding Gear Games,Grinding Gear Games,2013-10-23,https://www.freetogame.com/path-of-exile
59,Insidia,https://www.freetogame.com/g/59/thumbnail.jpg,"A free-to-play tactical, turn-based dueling game developed and published by Bad Seed. ",https://www.freetogame.com/open/insidia,Strategy,PC (Windows),Bad Seed,Bad Seed,2017-09-07,https://www.freetogame.com/insidia
332,Red Stone Online,https://www.freetogame.com/g/332/thumbnail.jpg,A free to play 2D old school isometric MMORPG similar to Diablo.,https://www.freetogame.com/open/red-stone-online,MMORPG,PC (Windows),"L＆K CO., LTD","L＆K CO., LTD",2003-10-06,https://www.freetogame.com/red-stone-online
83,Heavy Metal Machines,https://www.freetogame.com/g/83/thumbnail.jpg,A free-to-play multiplayer vehicular combat game based in a post-apocalyptic world.,https://www.freetogame.com/open/heavy-metal-machines,MOBA,PC (Windows),Hoplon,Hoplon,2017-01-31,https://www.freetogame.com/heavy-metal-machines
187,Pox Nora,https://www.freetogame.com/g/187/thumbnail.jpg,A multiplayer online game that combines a collectible card game with a turn-based strategy game.,https://www.freetogame.com/open/pox-nora,Card Game,PC (Windows),Desert Owl Games LLC ,Desert Owl Games LLC ,2014-10-15,https://www.freetogame.com/pox-nora
235,Star Conflict,https://www.freetogame.com/g/235/thumbnail.jpg,A free to play action-packed MMO space simulation game.,https://www.freetogame.com/open/star-conflict,Shooter,PC (Windows),Gaijin Entertainment,Star Gem Inc.,2013-02-28,https://www.freetogame.com/star-conflict
248,Continent of the Ninth Seal,https://www.freetogame.com/g/248/thumbnail.jpg,A free MMORPG where players take part as heroes of Glenheim to stand together against Nefer.,https://www.freetogame.com/open/c9,MMORPG,PC (Windows),Webzen,NHN Games (Acquired by Webzen),2012-09-13,https://www.freetogame.com/c9
42,Spellsworn,https://www.freetogame.com/g/42/thumbnail.jpg,A free-to-play arena battle game developed and published by Frogsong Studios AB. ,https://www.freetogame.com/open/spellsworn,MOBA,PC (Windows),Frogsong Studios AB,Frogsong Studios AB,2018-03-13,https://www.freetogame.com/spellsworn
334,Mu Online,https://www.freetogame.com/g/334/thumbnail.jpg,A free to play Dungeon Crawler game like Diablo!,https://www.freetogame.com/open/mu-online,MMORPG,PC (Windows),Webzen,Webzen,2003-10-06,https://www.freetogame.com/mu-online
128,Spellweaver,https://www.freetogame.com/g/128/thumbnail.jpg,"A free-to-play multiplayer online collectible card 
game that requires deep strategic and 
thinking.",https://www.freetogame.com/open/spellweaver,Card Game,PC (Windows),Dream Reactor,Dream Reactor,2016-02-02,https://www.freetogame.com/spellweaver
222,MechWarrior Online,https://www.freetogame.com/g/222/thumbnail.jpg,A free-to-play PvP game that's a faithful adaptation of the popular MechWarrior strategy board games.,https://www.freetogame.com/open/mechwarrior-online,Shooter,PC (Windows),Piranha Games Inc.,Piranha Games Inc.,2015-12-10,https://www.freetogame.com/mechwarrior-online
240,Epic Cards Battle,https://www.freetogame.com/g/240/thumbnail.jpg,A free to play online strategic trading card game with dozens of cards and five factions. ,https://www.freetogame.com/open/epic-card-battle,Card Game,PC (Windows),momoStorm Entertainment,momoStorm,2013-01-29,https://www.freetogame.com/epic-card-battle
186,Double Action,https://www.freetogame.com/g/186/thumbnail.jpg,A free to play FPS with bullet time and stylish kills!,https://www.freetogame.com/open/double-action,Shooter,PC (Windows),Double Action Factory ,Double Action Factory ,2014-10-23,https://www.freetogame.com/double-action
315,Voyage Century Online,https://www.freetogame.com/g/315/thumbnail.jpg,A massive open world ship vs. ship combat game where players will take charge of their own vessel.,https://www.freetogame.com/open/voyage-century-online,MMORPG,PC (Windows),IGG,Snail Games,2006-12-22,https://www.freetogame.com/voyage-century-online
97,Otherland,https://www.freetogame.com/g/97/thumbnail.jpg,A free-to-play MMO based on the popular novels by Tad Williams. ,https://www.freetogame.com/open/otherland,MMORPG,PC (Windows),GmbH,Drago Entertainment,2015-09-10,https://www.freetogame.com/otherland
239,Dogs of War Online,https://www.freetogame.com/g/239/thumbnail.jpg,Based on the famous miniature board game Confrontation!,https://www.freetogame.com/open/dogs-war-online,Strategy,PC (Windows),Cyanide,Cyanide,2014-02-04,https://www.freetogame.com/dogs-war-online
257,Star Wars: The Old Republic,https://www.freetogame.com/g/257/thumbnail.jpg,A 3D sci-fi MMORPG based on the popular Star Wars universe and brought to you by Bioware. ,https://www.freetogame.com/open/swtor,MMORPG,PC (Windows),Electronic Arts,Bioware,2011-12-20,https://www.freetogame.com/swtor
314,Audition Online,https://www.freetogame.com/g/314/thumbnail.jpg,"A 3D rhythm MMO, Compete against other players in dance competitions.",https://www.freetogame.com/open/audition-online,Social,PC (Windows),Redbana Corporation,T3 Entertainment,2007-04-02,https://www.freetogame.com/audition-online
321,RF Online,https://www.freetogame.com/g/321/thumbnail.jpg,A free to play Sci-fi MMORPG with Large-Scale PvP and fast-paced gameplay.,https://www.freetogame.com/open/rf-online,MMORPG,PC (Windows),RedFox Games,CCR Inc.,2006-02-21,https://www.freetogame.com/rf-online
99,Star Crusade,https://www.freetogame.com/g/99/thumbnail.jpg,A free-to-play sci-fi themed collectable card game developed and published by ZiMAD inc. ,https://www.freetogame.com/open/star-crusade,Card Game,PC (Windows),"ZiMAD, Inc.","ZiMAD, Inc.",2016-09-08,https://www.freetogame.com/star-crusade
216,Prime World,https://www.freetogame.com/g/216/thumbnail.jpg,A unique action-­packed Moba game! ,https://www.freetogame.com/open/prime-world,MOBA,PC (Windows),Nival,Nival,2014-03-31,https://www.freetogame.com/prime-world
220,Hearthstone: Heroes of Warcraft,https://www.freetogame.com/g/220/thumbnail.jpg,"Blizzard's free-to-play collectible card game that 
draws its inspiration from World of Warcraft. ",https://www.freetogame.com/open/hearthstone-heroes-warcraft,Card Game,PC (Windows),Blizzard Entertainment,Blizzard Entertainment,2014-01-21,https://www.freetogame.com/hearthstone-heroes-warcraft
270,Forsaken World,https://www.freetogame.com/g/270/thumbnail.jpg,A free to play MMORPG from Perfect World Entertainment set in a PvP world featuring vampires!,https://www.freetogame.com/open/forsaken-world,MMORPG,PC (Windows),Arc Games,Perfect World Entertainment,2011-06-14,https://www.freetogame.com/forsaken-world
312,Granado Espada Online,https://www.freetogame.com/g/312/thumbnail.jpg,"Adventure back to colonial times where you can find prestige, wealth, adventure, and a lot of work.",https://www.freetogame.com/open/granado-espada,MMORPG,PC (Windows),T3Fun,IMC Games Co. Limited,2007-07-10,https://www.freetogame.com/granado-espada
72,Krosmaga,https://www.freetogame.com/g/72/thumbnail.jpg,"A free-to-play CCG/tower defense hybrid developed 
by Ankama Studio and published by 
Ankama Games. ",https://www.freetogame.com/open/krosmaga,Card Game,PC (Windows),Ankama Games,Ankama Studio,2017-04-12,https://www.freetogame.com/krosmaga
102,The Elder Scrolls: Legends,https://www.freetogame.com/g/102/thumbnail.jpg,A free-to-play CCG based on The Elder Scrolls franchise. ,https://www.freetogame.com/open/elder-scrolls-legends,Card Game,PC (Windows),Bethesda Softworks,Bethesda Softworks,2016-08-04,https://www.freetogame.com/elder-scrolls-legends
214,Villagers and Heroes,https://www.freetogame.com/g/214/thumbnail.jpg,A free-to-play fantasy sandbox 3D MMORPG that has plenty to offer gamers.,https://www.freetogame.com/open/villagers-and-heroes,MMORPG,PC (Windows),Mad Otter Games,Mad Otter Games,2014-04-17,https://www.freetogame.com/villagers-and-heroes
224,World of Warplanes,https://www.freetogame.com/g/224/thumbnail.jpg,A free-to-play flight combat MMO brought to you by Wargaming.,https://www.freetogame.com/open/world-of-warplanes,Shooter,PC (Windows),Wargaming,Wargaming,2013-11-12,https://www.freetogame.com/world-of-warplanes
241,Everquest,https://www.freetogame.com/g/241/thumbnail.jpg,"A fantasy MMORPG nearly two decades in the making. In fact, it’s the game that started it all! ",https://www.freetogame.com/open/everquest,MMORPG,PC (Windows),Daybreak Games,Daybreak Games,2012-12-13,https://www.freetogame.com/everquest
56,Grimoire: Manastorm,https://www.freetogame.com/g/56/thumbnail.jpg,A free-to-play multiplayer FPS... with wizards. ,https://www.freetogame.com/open/grimoire-manastorm,Shooter,PC (Windows),Omniconnection,Omniconnection,2015-02-04,https://www.freetogame.com/grimoire-manastorm
273,Bloodline Champions,https://www.freetogame.com/g/273/thumbnail.jpg,Free-to-Play Moba game where players engage in short battles of up to ten players divided into two teams.,https://www.freetogame.com/open/bloodline-champions,MOBA,PC (Windows),Stunlock Studios,Stunlock Studios,2011-01-13,https://www.freetogame.com/bloodline-champions
308,Angels Online,https://www.freetogame.com/g/308/thumbnail.jpg,A cute anime MMORPG with a good selection of classes.,https://www.freetogame.com/open/angels-online,MMORPG,PC (Windows),I Got Games,UserJoy Technology,2007-12-01,https://www.freetogame.com/angels-online
69,Cabals: Card Blitz,https://www.freetogame.com/g/69/thumbnail.jpg,A free-to-play game developed by Kyy Games and published by BISBOG SA. ,https://www.freetogame.com/open/cabals-card-blitz,Card Game,PC (Windows),BISBOG SA,Kyy Games,2017-02-08,https://www.freetogame.com/cabals-card-blitz
117,Astral Heroes,https://www.freetogame.com/g/117/thumbnail.jpg,A free-to-play collectable card game from the creators of Astral Masters. ,https://www.freetogame.com/open/astral-heroes,Card Game,PC (Windows),Apus Software,Apus Software,2016-03-15,https://www.freetogame.com/astral-heroes
124,Holodrive,https://www.freetogame.com/g/124/thumbnail.jpg,"A free-to-play 2D multiplayer shooter developed by BitCake Studio and published by Versus Evil in which players play as customizable robots or ""Dummys"". ",https://www.freetogame.com/open/holodrive,Shooter,PC (Windows),Versus Evil,BitCake Studio,2016-03-24,https://www.freetogame.com/holodrive
272,Allods Online,https://www.freetogame.com/g/272/thumbnail.jpg,A fantasy MMORPG that follows more traditional “World of Warcraft-like” MMO traditions.,https://www.freetogame.com/open/allods-online,MMORPG,PC (Windows),My.com,Allods Team,2011-04-26,https://www.freetogame.com/allods-online
339,Tibia,https://www.freetogame.com/g/339/thumbnail.jpg,"A old-school free-to-play massively multiplayer online 
role-playing game.",https://www.freetogame.com/open/tibia,MMORPG,PC (Windows),CipSoft,CipSoft,1997-01-07,https://www.freetogame.com/tibia
173,Block N Load,https://www.freetogame.com/g/173/thumbnail.jpg,A free-to-play multiplayer online shooter game that looks like a mix of Minecraft and Team Fortress 2.,https://www.freetogame.com/open/block-n-load,Shooter,PC (Windows),Jagex,"Jagex, Artplant",2015-04-30,https://www.freetogame.com/block-n-load
303,Saga,https://www.freetogame.com/g/303/thumbnail.jpg,A free-to-play MMORTS that also features city-building and trading card games.,https://www.freetogame.com/open/saga,Strategy,PC (Windows),Silverlode Interactive,"Silverlode Interactive , Wasatch Games",2008-02-26,https://www.freetogame.com/saga
109,LuckCatchers,https://www.freetogame.com/g/109/thumbnail.jpg,A free-to-play sandbox sim based on the novels of fantasy and steam-punk author A. Pehov.,https://www.freetogame.com/open/luckcatchers,MMORPG,PC (Windows),DiP Online,DiP Online,2016-06-15,https://www.freetogame.com/luckcatchers
447,Dota Underlords,https://www.freetogame.com/g/447/thumbnail.jpg,A free-to-play auto battler strategy game set in the world of Valve's Dota franchise.,https://www.freetogame.com/open/dota-underlords,Strategy,PC (Windows),Valve,Valve,2019-06-21,https://www.freetogame.com/dota-underlords
154,Sphere 3: Enchanted World,https://www.freetogame.com/g/154/thumbnail.jpg,A fantasy action MMORPG with a non-target combat system.,https://www.freetogame.com/open/sphere-3,MMORPG,PC (Windows),NIKITA ONLINE,NIKITA ONLINE,2015-08-18,https://www.freetogame.com/sphere-3
233,Kingdom Wars,https://www.freetogame.com/g/233/thumbnail.jpg,A free to play 3D MMORTS with real-time siege combat.,https://www.freetogame.com/open/kingdom-wars,Strategy,PC (Windows),"Reverie World Studios, INC","Reverie World Studios, INC",2013-04-01,https://www.freetogame.com/kingdom-wars
189,Uncharted Waters Online,https://www.freetogame.com/g/189/thumbnail.jpg,A free to play adventure MMORPG set on the high seas! ,https://www.freetogame.com/open/uncharted-waters-online,MMORPG,PC (Windows),Papaya Play ,"KOEI TECMO GAMES CO., LTD. ",2014-10-03,https://www.freetogame.com/uncharted-waters-online
236,The Banner Saga: Factions,https://www.freetogame.com/g/236/thumbnail.jpg,A free to play strategy RPG game with stunning hand-animated artwork and focus on multiplayer combat.,https://www.freetogame.com/open/banner-saga-factions,Strategy,PC (Windows),Versus Evil,Stoic ,2013-02-25,https://www.freetogame.com/banner-saga-factions
215,Hex,https://www.freetogame.com/g/215/thumbnail.jpg,HEX combines roleplaying aspects of a MMO with the collectible and strategic gameplay of a Trading Card Game.,https://www.freetogame.com/open/hex,Card Game,PC (Windows),"Hex Entertainment, Gameforge",Cryptozoic Entertainment,2014-04-11,https://www.freetogame.com/hex
293,Atlantica Online,https://www.freetogame.com/g/293/thumbnail.jpg,A free-to-play 3D tactical massively multiplayer online role-playing game.,https://www.freetogame.com/open/atlantica-online,MMORPG,PC (Windows),VALOFE,NDOORS Corporation,2008-10-30,https://www.freetogame.com/atlantica-online
190,Ryzom,https://www.freetogame.com/g/190/thumbnail.jpg,An MMORPG where players are immersed in a massive sandbox world.,https://www.freetogame.com/open/ryzom,MMORPG,PC (Windows),Winch Gate,Nevrax,2004-09-19,https://www.freetogame.com/ryzom
234,Champions of Regnum,https://www.freetogame.com/g/234/thumbnail.jpg,"A free to play, realm versus realm fantasy MMORPG.",https://www.freetogame.com/open/champions-of-regnum,MMORPG,PC (Windows),NGD Studios,NGD Studios,2013-02-27,https://www.freetogame.com/champions-of-regnum
243,PlanetSide 2,https://www.freetogame.com/g/243/thumbnail.jpg,A free-to-play open-world FPS that pits three factions against each other in a never-ending war.,https://www.freetogame.com/open/planetside-2,Shooter,PC (Windows),Daybreak Games,Daybreak Games,2012-11-21,https://www.freetogame.com/planetside-2
297,Wizard101,https://www.freetogame.com/g/297/thumbnail.jpg,A free to play MMORPG set in the magical Wizard school.,https://www.freetogame.com/open/wizard101,MMORPG,PC (Windows),KingsIsle Entertainment,KingsIsle Entertainment,2008-09-02,https://www.freetogame.com/wizard101
196,Cubic Castles,https://www.freetogame.com/g/196/thumbnail.jpg,A free to play 3D Platforming and a open world building game.,https://www.freetogame.com/open/cubic-castles,MMO,PC (Windows),Cosmic Cow LLC,Cosmic Cow LLC,2014-08-13,https://www.freetogame.com/cubic-castles
193,Infinity Wars,https://www.freetogame.com/g/193/thumbnail.jpg,"A MMO trading card game, Build up your decks and customize them with tons of factional cards! ",https://www.freetogame.com/open/infinity-wars,Card Game,PC (Windows),Lightmare Studios,Lightmare Studios,2014-09-05,https://www.freetogame.com/infinity-wars
246,Pirate 101,https://www.freetogame.com/g/246/thumbnail.jpg,A free to play Pirate-themed MMORPG designed with kids in mind.,https://www.freetogame.com/open/pirate-101,MMORPG,PC (Windows),KingsIsle Entertainment,KingsIsle Entertainment,2012-10-15,https://www.freetogame.com/pirate-101
210,Fistful of Frags,https://www.freetogame.com/g/210/thumbnail.jpg,A first person shooter game set in the Wild West! ,https://www.freetogame.com/open/fistful-of-frags,Shooter,PC (Windows),Fistful of Frags Team,Fistful of Frags Team,2014-05-10,https://www.freetogame.com/fistful-of-frags
327,Everquest 2,https://www.freetogame.com/g/327/thumbnail.jpg,A free to play 3D fantasy MMORPG and the sequel to EverQuest.,https://www.freetogame.com/open/everquest-2,MMORPG,PC (Windows),Daybreak Games,Daybreak Games,2004-11-08,https://www.freetogame.com/everquest-2
326,Shot Online,https://www.freetogame.com/g/326/thumbnail.jpg,A free to play Golfing MMO that any golf lover will enjoy to play!,https://www.freetogame.com/open/shot-online,Sports,PC (Windows),GamesCampus,OnNet Co. Ltd.,2004-11-30,https://www.freetogame.com/shot-online
25,Bless Online,https://www.freetogame.com/g/25/thumbnail.jpg,"A free-to-play fantasy MMORPG featuring field battles, monster taming, and large 100v100 realm vs realm battles. ",https://www.freetogame.com/open/bless-online,MMORPG,PC (Windows),Neowiz,Neowiz Bless Studio,2018-05-30,https://www.freetogame.com/bless-online
26,MapleStory 2,https://www.freetogame.com/g/26/thumbnail.jpg,"Sequel to Nexon's successful MMORPG, Maplestory! ",https://www.freetogame.com/open/maplestory-2,MMORPG,PC (Windows),Nexon,Wizet,2018-10-10,https://www.freetogame.com/maplestory-2
462,Heroes Showdown,https://www.freetogame.com/g/462/thumbnail.jpg,Heroes Showdown is a free-to-play auto-battler game with strategic 4v4 battles and a focus on player skill. Team up with three other players and challenge another team to an epic auto battle showdown.,https://www.freetogame.com/open/heroes-showdown,Strategy,PC (Windows),PATHFINDER8,PATHFINDER8,2020-05-15,https://www.freetogame.com/heroes-showdown
465,Crucible,https://www.freetogame.com/g/465/thumbnail.jpg,"Fight for survival on an alien planet, defeating not only monsters but also other Hunters in Amazon Games’ free-to-play team-based PvP shooter Crucible.",https://www.freetogame.com/open/crucible,Shooter,PC (Windows),Amazon Games,Relentless Studios,2020-05-21,https://www.freetogame.com/crucible
